114499,30967,146375,54548,195962,117624,85912,59935,41375,58243
135844,35709,157976,50300,205964,146320,91795,53110,45144,50990
142099,38850,156345,42398,201680,141789,100530,54233,36153,65501
135093,35607,145985,56044,201937,138997,108878,54745,43012,59938
127840,38475,169503,64062,223564,127977,99607,60952,41502,53402
129823,36143,151480,54516,208561,130135,103680,61545,42983,50052
134076,36970,159606,53148,213316,137956,100833,66491,39460,58650
122844,40570,161643,55127,220491,134002,90997,53712,46500,62248
125342,37134,140531,52904,190870,131217,88319,59831,36055,60703
138696,34739,142572,50101,188555,134335,104354,55174,35517,63786
135711,39287,144344,61110,211981,142499,91930,47345,45786,60707
137398,41996,158069,53241,197064,129823,93335,62787,42562,59604
134541,36220,145615,59927,197175,131915,87450,62737,32547,61669
138063,33508,151121,65652,212278,129073,90577,49715,35125,66266
113000,37191,150719,57572,214044,102495,82366,58751,47780,50258
139764,40122,147666,52004,202838,146813,103048,59402,44712,54396
127598,39029,142988,54999,199644,130321,99222,45248,33474,63873
149385,32360,136122,64524,195695,155529,109418,67409,35093,58618
125222,35308,158351,54514,212710,124446,92466,55480,47532,53773
137866,43074,160103,67938,222858,142307,102889,63662,35783,61158
136720,39380,157879,54067,210163,140771,95553,51129,36122,60057
130564,42454,149771,63027,213475,140652,114977,55367,42037,61860
134280,38700,152107,57295,209429,129903,93479,54440,42605,55286
136588,35951,143824,65931,216405,133634,105696,66047,38614,61828
134301,35921,150698,57572,212020,131708,100499,61409,43979,72882
126213,37380,139170,63011,209746,131416,96042,57541,45801,57247
128283,37255,146646,67231,210271,121295,103429,60545,35795,59267
127560,45423,154140,58224,209702,140103,92913,51121,31395,66173
126766,34827,152102,63578,206649,126726,106626,69225,39744,61011
143752,38983,157065,58489,204975,143508,99683,51022,29571,56724
155205,38291,148376,63580,211968,154214,108439,56179,47397,56516
128486,32607,137871,60187,201473,124680,91552,52120,34387,60445
118670,41557,161403,52225,208085,135042,101532,67460,27256,52130
135956,37748,141141,53112,190029,133501,95635,60989,44369,64574
136606,35768,149520,48280,196304,149206,96174,50157,34640,66068
125885,40703,142047,55949,206430,130042,98809,62481,33260,68059
123764,31388,148603,45805,187812,128974,93763,60808,40296,58459
139837,41815,162811,65134,221927,133476,97414,55810,43774,64468
131111,48227,175746,52480,218573,132230,97365,63753,38667,61901
139229,34121,147198,46757,197389,152251,111846,56583,47933,67720
147473,33319,147931,59039,209912,144538,94169,55865,42348,55706
117710,43148,147804,68937,207536,119028,78027,64353,36133,45901
142111,36376,144848,55544,209826,139330,107092,64011,34507,57168
133153,40852,151978,53961,204325,135533,97579,58941,25570,46626
125452,42286,149731,68802,213961,120496,89750,58527,33897,47722
142688,28654,142281,70575,205249,135816,91629,47604,46132,55975
120047,40888,161058,46559,205269,136797,102174,57574,36687,52443
135544,31649,139059,59595,194919,131247,101281,62886,42931,60112
139590,40873,145026,68793,205797,141113,109673,67798,30736,50329
127767,31789,138636,53751,211560,136133,97427,58784,37525,44282
128671,33286,140695,71233,209602,138609,98249,61745,35285,63215
144569,41979,167361,65416,221215,151688,99930,53533,39860,54122
132715,34237,157729,72686,223816,129650,94721,56358,31676,57084
146264,36061,152209,69526,225703,153428,100541,58755,41204,67539
134922,42552,146970,54158,203224,136722,94946,46559,43725,59106
144491,35209,151319,54467,203385,141809,93630,59605,38139,52246
135206,34648,148875,52139,197256,141379,98270,56370,28801,59224
135193,38220,155812,64113,216149,130335,76922,59306,40115,55599
127990,37342,128797,66144,192951,131453,96763,45245,37596,57480
138616,36027,154065,68447,217688,148488,99449,49581,34199,55278
114062,25014,137613,57874,192655,117745,97190,53926,38800,62757
127438,39660,143506,68284,200869,125656,94247,56100,34781,50310
137471,37159,138288,58612,188783,139801,97488,58207,27609,63222
138621,30905,151291,53966,215153,141933,94541,60352,47131,57177
130831,33287,145356,67225,203559,136237,97589,62459,36762,55574
145664,31595,147947,73872,216420,150470,106642,64669,37705,60025
144846,35678,157633,51276,199152,147636,103094,62724,39038,57834
147281,39494,159368,51020,209226,144016,110467,70531,36849,54353
118690,39134,142260,61540,201219,126802,104116,60965,45215,48489
130577,36489,156203,65141,226349,127899,93421,65684,42257,54540
151005,34858,145716,54921,198357,156652,101475,59057,29757,66158
127075,43409,163393,65032,221745,133114,98469,52504,38222,63408
134636,36955,145004,51374,191667,133660,81699,62542,35723,46607
127854,36533,164554,59790,222764,125678,90514,59210,35378,58465
125234,41459,150545,55286,220091,127953,86315,57957,38822,50125
144978,38594,150887,51130,211116,132820,92423,50942,30758,56146
126365,38200,159542,58811,224235,137095,96754,66128,34735,50437
145706,44325,156753,58956,223575,142044,110793,71969,35949,51576
141925,40346,162918,59576,217136,136102,95038,54589,37561,57795
138542,36080,154028,43283,204664,138376,93031,68761,48518,49539
131968,40779,176493,61749,233583,124301,80396,49045,36666,58618
123766,43127,144090,55431,198007,128082,87000,56986,38298,56738
136519,34491,158879,49771,207140,132194,85620,52879,28453,49634
135488,35962,166680,59145,225777,137569,89699,58394,39455,52581
131174,32999,134622,63169,200879,137921,103189,48865,38091,60249
131873,36011,159359,61072,219879,130629,100919,51109,37235,50227
133802,33297,155541,59239,206529,140000,106393,61161,42488,60463
126006,41096,159159,64034,225375,133100,103858,53950,35102,47759
133476,42826,161387,63294,217602,140410,88724,52442,34171,44303
127855,34033,159514,61687,217133,126201,94607,61464,40915,51964
126956,37343,147720,56381,202399,142482,91438,55113,32618,66597
157959,33814,171187,45628,211195,135913,90027,56044,32008,57452
126259,36902,148815,65273,203626,136379,93440,50246,38873,71515
129957,33622,149871,51149,203052,127023,102587,60604,42101,53945
133937,31020,150710,60117,215841,137154,103434,61515,41616,55826
148358,33818,151371,69060,222650,146009,102856,62623,35155,59536
128288,45193,146979,61895,205065,124727,88725,56935,36577,49423
147908,40506,155653,49171,193782,151028,103436,60687,31839,57070
138038,42755,160991,47533,207168,138868,99507,56167,43323,60643
126923,35687,153392,54838,218636,131111,101462,58324,42599,56267
139113,33167,152846,57298,221813,132705,95770,54903,41452,57013
127203,34038,153367,65436,221205,130723,92118,55995,40018,53132
136059,30124,144422,50468,181577,134868,103181,58471,38420,65941
147413,40261,164110,59504,218936,137043,107406,63389,44719,56996
133974,42726,158596,51706,213786,135143,95610,66690,30882,47406
144799,35160,157073,46900,207436,147217,92375,59234,45575,69739
132454,35456,163394,50933,206518,130140,98271,58242,46750,59261
142650,41160,140758,52638,196105,135786,102232,59619,32814,60840
129447,38863,154212,46916,202273,133501,94280,56361,40638,61806
147099,39938,175614,48111,215549,128790,100703,55302,42094,69862
130665,40816,152789,42445,188648,129626,93995,62908,31202,59501
131249,41929,161415,52259,203107,139149,107153,64757,36426,58536
134941,53468,175168,58229,235797,124136,89141,52071,48929,67024
136726,40202,159259,61235,216004,139425,88982,50334,39634,59933
132271,44103,163065,69205,232710,126610,96857,61014,39292,58586
138369,39710,172302,56441,224918,138039,97940,58938,45026,62293
133252,38519,166339,52115,230372,130925,102297,52898,34888,51957
129000,39489,157516,61925,216433,130521,92674,61552,41736,66861
139762,53817,182948,57608,236884,130126,88677,64503,34416,50069
137981,26338,141239,43549,197718,128874,105365,62470,28864,52617
134698,41204,173032,52848,226941,140967,102813,49113,54974,56387
132674,42017,141872,56963,205401,131229,97754,58995,40583,52632
130065,36149,158095,57970,215881,121504,93454,49880,37417,55268
137525,24388,137440,62184,182671,133687,94389,57894,35723,55668
137980,36447,160453,51047,206348,131217,107353,62278,30436,59839
141831,30998,145148,58514,194450,141920,107063,63504,33972,61040
123083,47699,170607,67147,234200,124293,96296,50927,42941,53281
110500,39623,144791,51218,196552,114353,93862,48747,39809,56054
153970,36468,152398,67705,216901,143949,100643,65439,48531,56823
159538,37353,150844,61882,218199,145302,107893,65613,43084,69243
122728,43927,158647,69108,214299,127662,86641,56306,35551,55418
137333,40703,159641,54179,215693,123724,92600,50158,40230,53318
129107,43017,158868,54692,214596,129504,93628,50360,42481,48668
125857,21289,150629,58534,220925,117282,92605,54556,40363,55807
146271,44157,166475,53250,221428,134543,94190,66705,38962,55263
128850,43400,156986,69830,220592,127617,109377,62787,38873,63390
122536,48088,156858,56287,211896,114625,92295,52161,34914,45274
130963,37529,149450,62118,208978,134592,106462,55983,43586,60075
137545,38380,164349,49803,216783,138401,97856,67370,43586,58772
117980,37985,140031,57194,189415,121754,92818,48711,33702,58746
143179,45604,154914,56656,214831,142872,97997,53639,34425,56781
138246,37333,158788,56164,216781,128150,105100,63621,35254,59245
141567,45802,181611,59588,239171,141982,104851,71493,47133,47572
