0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0.008541506,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.008493828,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.008661828,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0.008573506,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0.008621506,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.008533828,0,0,0,0,0
0,0,0.01740478,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.008493828,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0.008453506,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.008525828,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.008517828,0,0,0,0,0
0,0,0.01737278,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.008549828,0,0,0,0,0
0,0,0.01743678,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.008581828,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0.008469506,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.008517828,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.008637828,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.008653828,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.008605828,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.008525828,0,0,0,0,0
0,0,0.01738878,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.008645828,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.008669828,0,0,0,0,0
0,0,0.01767678,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.008685828,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.008581828,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.008557828,0,0,0,0,0
0,0,0.01745278,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.008557828,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.008685828,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.008589828,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.008525828,0,0,0,0,0
0,0,0.01738878,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0.008565506,0,0,0
